slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,biochemical_oxygen_demand_mg_l,chemical_oxygen_demand_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
438,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,22-11-2021 08:00,2.7,,1700.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.7,,,,,1700.0,2200.0,,,2.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
439,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-12-2021 08:00,3.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.6,,,,,,,,,3.6,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.6 > 3),1,1.28,Low Risk,Low
440,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,10-12-2021 08:30,1.6,,940.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,940.0,1700.0,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
441,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,21-12-2021 08:55,2.2,,1100.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,1100.0,1400.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
442,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-07-2022 08:00,0.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.4,,,,,,,,,0.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
443,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,11-07-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
444,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,21-07-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
445,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-08-2022 08:00,2.27,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.27,,,,,,,,,2.27,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
446,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,11-08-2022 08:00,0.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.6,,,,,,,,,0.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
447,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,22-08-2022 08:00,0.89,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.89,,,,,,,,,0.89,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
448,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-09-2022 08:00,2.1,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.1,,,,,,,,,2.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
449,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,12-09-2022 08:00,1.3,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.3,,,,,,,,,1.3,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
450,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,21-09-2022 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
451,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,03-10-2022 08:00,0.9,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.9,,,,,,,,,0.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
452,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,11-10-2022 08:00,2.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,,,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
453,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,21-10-2022 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
454,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-11-2022 08:00,1.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,,,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
455,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,10-11-2022 08:00,0.5,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.5,,,,,,,,,0.5,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
456,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,21-11-2022 08:00,3.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.4,,,,,,,,,3.4,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.4 > 3),1,0.85,Low Risk,Low
457,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-12-2022 08:00,1.9,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.9,,,,,,,,,1.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
458,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,12-12-2022 08:00,3.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.6,,,,,,,,,3.6,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.6 > 3),1,1.28,Low Risk,Low
459,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,02-01-2021 08:00,0.59,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.59,,,,,,,,,0.59,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
460,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,02-08-2021 08:00,1.62,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.62,,,,,,,,,1.62,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
461,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-08-2021 08:00,2.64,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.64,,,,,,,,,2.64,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
462,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-08-2021 08:00,2.23,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.23,,,,,,,,,2.23,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
463,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-09-2021 08:00,3.21,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.21,,,,,,,,,3.21,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.21 > 3),1,0.45,Low Risk,Low
464,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-09-2021 08:00,0.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.6,,,,,,,,,0.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
465,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-09-2021 08:00,4.01,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,4.01,,,,,,,,,4.01,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (4.01 > 3),1,2.15,Low Risk,Low
466,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-10-2021 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
467,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-10-2021 08:00,2.81,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.81,,,,,,,,,2.81,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
468,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-10-2021 08:00,0.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.8,,,,,,,,,0.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
469,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-11-2021 08:00,1.39,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.39,,,,,,,,,1.39,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
470,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,12-11-2021 08:00,2.78,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.78,,,,,,,,,2.78,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
471,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,22-11-2021 08:00,1.59,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.59,,,,,,,,,1.59,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
472,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-12-2021 08:00,1.97,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.97,,,,,,,,,1.97,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
473,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-12-2021 08:00,1.57,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.57,,,,,,,,,1.57,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
474,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-12-2021 08:00,1.18,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.18,,,,,,,,,1.18,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
475,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-01-2022 08:00,1.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.19,,,,,,,,,1.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
476,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-01-2022 08:00,0.99,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.99,,,,,,,,,0.99,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
477,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-01-2022 08:00,0.99,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.99,,,,,,,,,0.99,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
478,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-02-2022 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
479,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-02-2022 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
480,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-02-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
481,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-06-2022 08:00,1.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,,,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
482,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-07-2022 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
483,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-08-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
484,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,22-08-2022 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
485,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-09-2022 08:00,2.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,,,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
486,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,12-09-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
487,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-09-2022 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
488,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-10-2022 08:00,1.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,,,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
489,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-10-2022 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
490,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-10-2022 08:00,1.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,,,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
491,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-11-2022 08:00,1.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,,,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
492,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-11-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
493,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-11-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
494,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-12-2022 08:00,3.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.0,,,,,,,,,3.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
495,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-01-2023 08:00,2.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,,,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
496,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,29-09-2023 08:00,1.0,,330.0,2800.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,330.0,2800.0,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
497,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,03-10-2023 08:00,2.0,,390.0,3500.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,390.0,3500.0,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
498,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,10-10-2024 08:00,1.0,,170.0,270.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,170.0,270.0,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
